,Team,Date,Opponent,WINorLOSS
897,NOP,08/11/16,SAC,L
978,NOP,10/11/16,MIL,W
1078,NOP,12/11/16,LAL,L
11117,NOP,14/11/16,BOS,W
1288,NOP,16/11/16,ORL,L
1378,NOP,18/11/16,POR,W
1478,NOP,19/11/16,CHO,W
1578,NOP,22/11/16,ATL,W
1678,NOP,23/11/16,MIN,W
1778,NOP,25/11/16,POR,L
1878,NOP,27/11/16,DAL,L
1978,NOP,29/11/16,LAL,W
2078,NOP,02/12/16,LAC,L
21117,NOP,04/12/16,OKC,L
2288,NOP,05/12/16,MEM,L
2378,NOP,08/12/16,PHI,L
2478,NOP,10/12/16,LAC,L
2578,NOP,11/12/16,PHO,W
2678,NOP,13/12/16,GSW,L
2778,NOP,15/12/16,IND,W
2878,NOP,16/12/16,HOU,L
2978,NOP,18/12/16,SAS,L
3078,NOP,20/12/16,PHI,W
31117,NOP,21/12/16,OKC,L
3288,NOP,23/12/16,MIA,W
3378,NOP,26/12/16,DAL,W
3478,NOP,28/12/16,LAC,W
3578,NOP,30/12/16,NYK,W
3678,NOP,02/01/17,CLE,L
3778,NOP,05/01/17,ATL,L
3878,NOP,07/01/17,BOS,L
3978,NOP,09/01/17,NYK,W
4078,NOP,12/01/17,BRK,W
41117,NOP,14/01/17,CHI,L
4288,NOP,16/01/17,IND,L
4378,NOP,18/01/17,ORL,W
4478,NOP,20/01/17,BRK,L
4578,NOP,23/01/17,CLE,W
4678,NOP,25/01/17,OKC,L
4778,NOP,27/01/17,SAS,W
4878,NOP,29/01/17,WAS,L
4978,NOP,31/01/17,TOR,L
5078,NOP,01/02/17,DET,L
51117,NOP,04/02/17,WAS,L
5288,NOP,06/02/17,PHO,W
5378,NOP,08/02/17,UTA,L
5478,NOP,10/02/17,MIN,W
5578,NOP,12/02/17,SAC,L
5678,NOP,13/02/17,PHO,W
5778,NOP,15/02/17,MEM,W
5878,NOP,23/02/17,HOU,L
5978,NOP,25/02/17,DAL,L
6078,NOP,26/02/17,OKC,L
61117,NOP,01/03/17,DET,W
6288,NOP,03/03/17,SAS,L
6378,NOP,05/03/17,LAL,W
6478,NOP,06/03/17,UTA,L
6578,NOP,08/03/17,TOR,L
6678,NOP,11/03/17,CHO,W
6778,NOP,14/03/17,POR,W
6878,NOP,15/03/17,MIA,L
6978,NOP,17/03/17,HOU,W
7078,NOP,19/03/17,MIN,W
71117,NOP,21/03/17,MEM,W
7288,NOP,24/03/17,HOU,L
7378,NOP,26/03/17,DEN,W
7478,NOP,27/03/17,UTA,L
7578,NOP,29/03/17,DAL,W
7678,NOP,31/03/17,SAC,W
7778,NOP,02/04/17,CHI,L
7878,NOP,04/04/17,DEN,L
7978,NOP,07/04/17,DEN,L
8078,NOP,08/04/17,GSW,L
8179,NOP,11/04/17,LAL,L
8278,NOP,12/04/17,POR,W
1289,NYK,25/10/16,CLE,L
2289,NYK,29/10/16,MEM,W
3289,NYK,01/11/16,DET,L
4289,NYK,02/11/16,HOU,L
5289,NYK,04/11/16,CHI,W
6289,NYK,06/11/16,UTA,L
7289,NYK,09/11/16,BRK,W
898,NYK,11/11/16,BOS,L
979,NYK,12/11/16,TOR,L
1079,NYK,14/11/16,DAL,W
11118,NYK,16/11/16,DET,W
1290,NYK,17/11/16,WAS,L
1379,NYK,20/11/16,ATL,W
1479,NYK,22/11/16,POR,W
1579,NYK,25/11/16,CHO,W
1679,NYK,26/11/16,CHO,L
1779,NYK,28/11/16,OKC,L
1879,NYK,30/11/16,MIN,W
1979,NYK,02/12/16,MIN,W
2079,NYK,04/12/16,SAC,W
21118,NYK,06/12/16,MIA,W
2290,NYK,07/12/16,CLE,L
2379,NYK,09/12/16,SAC,W
2479,NYK,11/12/16,LAL,W
2579,NYK,13/12/16,PHO,L
2679,NYK,15/12/16,GSW,L
2779,NYK,17/12/16,DEN,L
2879,NYK,20/12/16,IND,W
2979,NYK,22/12/16,ORL,W
3079,NYK,25/12/16,BOS,L
31118,NYK,28/12/16,ATL,L
3290,NYK,30/12/16,NOP,L
3379,NYK,31/12/16,HOU,L
3479,NYK,02/01/17,ORL,L
3579,NYK,04/01/17,MIL,L
3679,NYK,06/01/17,MIL,W
3779,NYK,07/01/17,IND,L
3879,NYK,09/01/17,NOP,L
3979,NYK,11/01/17,PHI,L
4079,NYK,12/01/17,CHI,W
41118,NYK,15/01/17,TOR,L
4290,NYK,16/01/17,ATL,L
4379,NYK,18/01/17,BOS,W
4479,NYK,19/01/17,WAS,L
4579,NYK,21/01/17,PHO,L
4679,NYK,23/01/17,IND,W
4779,NYK,25/01/17,DAL,L
4879,NYK,27/01/17,CHO,W
4979,NYK,29/01/17,ATL,L
5079,NYK,31/01/17,WAS,L
51118,NYK,01/02/17,BRK,W
5290,NYK,04/02/17,CLE,L
5379,NYK,06/02/17,LAL,L
5479,NYK,08/02/17,LAC,L
5579,NYK,10/02/17,DEN,L
5679,NYK,12/02/17,SAS,W
5779,NYK,15/02/17,OKC,L
5879,NYK,23/02/17,CLE,L
5979,NYK,25/02/17,PHI,W
6079,NYK,27/02/17,TOR,L
61118,NYK,01/03/17,ORL,W
6290,NYK,03/03/17,PHI,L
6379,NYK,05/03/17,GSW,L
6479,NYK,06/03/17,ORL,W
6579,NYK,08/03/17,MIL,L
6679,NYK,11/03/17,DET,L
6779,NYK,12/03/17,BRK,L
6879,NYK,14/03/17,IND,W
6979,NYK,16/03/17,BRK,L
7079,NYK,20/03/17,LAC,L
71118,NYK,22/03/17,UTA,L
7290,NYK,23/03/17,POR,L
7379,NYK,25/03/17,SAS,L
7479,NYK,27/03/17,DET,W
7579,NYK,29/03/17,MIA,L
7679,NYK,31/03/17,MIA,W
7779,NYK,02/04/17,BOS,L
7879,NYK,04/04/17,CHI,W
7979,NYK,06/04/17,WAS,L
8079,NYK,07/04/17,MEM,L
8180,NYK,09/04/17,TOR,L
8279,NYK,12/04/17,PHI,W
1291,OKC,26/10/16,PHI,W
2291,OKC,28/10/16,PHO,W
3291,OKC,30/10/16,LAL,W
4291,OKC,02/11/16,LAC,W
5291,OKC,03/11/16,GSW,L
6291,OKC,05/11/16,MIN,W
7291,OKC,07/11/16,MIA,W
899,OKC,09/11/16,TOR,L
980,OKC,11/11/16,LAC,L
1080,OKC,13/11/16,ORL,L
11119,OKC,14/11/16,DET,L
1292,OKC,16/11/16,HOU,W
1380,OKC,18/11/16,BRK,W
1480,OKC,20/11/16,IND,L
1580,OKC,22/11/16,LAL,L
1680,OKC,23/11/16,SAC,L
1780,OKC,25/11/16,DEN,W
1880,OKC,26/11/16,DET,W
1980,OKC,28/11/16,NYK,W
2080,OKC,30/11/16,WAS,W
21119,OKC,04/12/16,NOP,W
2292,OKC,05/12/16,ATL,W
2380,OKC,09/12/16,HOU,L
2480,OKC,11/12/16,BOS,W
2580,OKC,13/12/16,POR,L
2680,OKC,14/12/16,UTA,L
2780,OKC,17/12/16,PHO,W
2880,OKC,19/12/16,ATL,L
2980,OKC,21/12/16,NOP,W
3080,OKC,23/12/16,BOS,W
31119,OKC,25/12/16,MIN,W
3292,OKC,27/12/16,MIA,W
3380,OKC,29/12/16,MEM,L
3480,OKC,31/12/16,LAC,W
3580,OKC,02/01/17,MIL,L
3680,OKC,04/01/17,CHO,L
3780,OKC,05/01/17,HOU,L
3880,OKC,07/01/17,DEN,W
3980,OKC,09/01/17,CHI,W
4080,OKC,11/01/17,MEM,W
41119,OKC,13/01/17,MIN,L
4292,OKC,15/01/17,SAC,W
4380,OKC,16/01/17,LAC,L
4480,OKC,18/01/17,GSW,L
4580,OKC,23/01/17,UTA,W
4680,OKC,25/01/17,NOP,W
4780,OKC,26/01/17,DAL,W
4880,OKC,29/01/17,CLE,L
4980,OKC,31/01/17,SAS,L
5080,OKC,01/02/17,CHI,L
51119,OKC,03/02/17,MEM,W
5292,OKC,05/02/17,POR,W
5380,OKC,06/02/17,IND,L
5480,OKC,09/02/17,CLE,W
5580,OKC,11/02/17,GSW,L
5680,OKC,13/02/17,WAS,L
5780,OKC,15/02/17,NYK,W
5880,OKC,24/02/17,LAL,W
5980,OKC,26/02/17,NOP,W
6080,OKC,28/02/17,UTA,W
61119,OKC,02/03/17,POR,L
6292,OKC,03/03/17,PHO,L
6380,OKC,05/03/17,DAL,L
6480,OKC,07/03/17,POR,L
6580,OKC,09/03/17,SAS,W
6680,OKC,11/03/17,UTA,W
6780,OKC,14/03/17,BRK,W
6880,OKC,16/03/17,TOR,W
6980,OKC,18/03/17,SAC,W
7080,OKC,20/03/17,GSW,L
71119,OKC,22/03/17,PHI,W
7292,OKC,26/03/17,HOU,L
7380,OKC,27/03/17,DAL,W
7480,OKC,29/03/17,ORL,W
7580,OKC,31/03/17,SAS,L
7680,OKC,02/04/17,CHO,L
7780,OKC,04/04/17,MIL,W
7880,OKC,05/04/17,MEM,W
7980,OKC,07/04/17,PHO,L
8080,OKC,09/04/17,DEN,W
8181,OKC,11/04/17,MIN,W
8280,OKC,12/04/17,DEN,L
1293,ORL,26/10/16,MIA,L
2293,ORL,28/10/16,DET,L
3293,ORL,29/10/16,CLE,L
4293,ORL,01/11/16,PHI,W
5293,ORL,03/11/16,SAC,W
6293,ORL,05/11/16,WAS,W
7293,ORL,07/11/16,CHI,L
8100,ORL,09/11/16,MIN,L
981,ORL,11/11/16,UTA,L
1081,ORL,13/11/16,OKC,W
11120,ORL,14/11/16,IND,L
1294,ORL,16/11/16,NOP,W
1381,ORL,19/11/16,DAL,W
1481,ORL,21/11/16,MIL,L
1581,ORL,23/11/16,PHO,L
1681,ORL,25/11/16,WAS,L
1781,ORL,27/11/16,MIL,L
1881,ORL,29/11/16,SAS,W
1981,ORL,01/12/16,MEM,L
2081,ORL,02/12/16,PHI,W
21120,ORL,04/12/16,DET,W
2294,ORL,06/12/16,WAS,W
2381,ORL,07/12/16,BOS,L
2481,ORL,09/12/16,CHO,L
2581,ORL,10/12/16,DEN,L
2681,ORL,13/12/16,ATL,W
2781,ORL,14/12/16,LAC,L
2881,ORL,16/12/16,BRK,W
2981,ORL,18/12/16,TOR,L
3081,ORL,20/12/16,MIA,W
31120,ORL,22/12/16,NYK,L
3294,ORL,23/12/16,LAL,W
3381,ORL,26/12/16,MEM,W
3481,ORL,28/12/16,CHO,L
3581,ORL,01/01/17,IND,L
3681,ORL,02/01/17,NYK,W
3781,ORL,04/01/17,ATL,L
3881,ORL,06/01/17,HOU,L
3981,ORL,08/01/17,LAL,L
4081,ORL,11/01/17,LAC,L
41120,ORL,13/01/17,POR,W
4294,ORL,14/01/17,UTA,L
4381,ORL,16/01/17,DEN,L
4481,ORL,18/01/17,NOP,L
4581,ORL,20/01/17,MIL,W
4681,ORL,22/01/17,GSW,L
4781,ORL,24/01/17,CHI,L
4881,ORL,27/01/17,BOS,L
4981,ORL,29/01/17,TOR,W
5081,ORL,30/01/17,MIN,L
51120,ORL,01/02/17,IND,L
5294,ORL,03/02/17,TOR,W
5381,ORL,04/02/17,ATL,L
5481,ORL,07/02/17,HOU,L
5581,ORL,09/02/17,PHI,L
5681,ORL,11/02/17,DAL,L
5781,ORL,13/02/17,MIA,W
5881,ORL,15/02/17,SAS,L
5981,ORL,23/02/17,POR,L
6081,ORL,25/02/17,ATL,W
61120,ORL,01/03/17,NYK,L
6294,ORL,03/03/17,MIA,W
6381,ORL,05/03/17,WAS,L
6481,ORL,06/03/17,NYK,L
6581,ORL,08/03/17,CHI,W
6681,ORL,10/03/17,CHO,L
6781,ORL,11/03/17,CLE,L
6881,ORL,13/03/17,SAC,L
6981,ORL,16/03/17,GSW,L
7081,ORL,17/03/17,PHO,W
71120,ORL,20/03/17,PHI,W
7294,ORL,22/03/17,CHO,L
7381,ORL,24/03/17,DET,W
7481,ORL,27/03/17,TOR,L
7581,ORL,29/03/17,OKC,L
7681,ORL,31/03/17,BOS,L
7781,ORL,01/04/17,BRK,L
7881,ORL,04/04/17,CLE,L
7981,ORL,06/04/17,BRK,W
8081,ORL,08/04/17,IND,L
8182,ORL,10/04/17,CHI,L
8281,ORL,12/04/17,DET,W
1295,PHI,26/10/16,OKC,L
2295,PHI,29/10/16,ATL,L
3295,PHI,01/11/16,ORL,L
4295,PHI,02/11/16,CHO,L
5295,PHI,05/11/16,CLE,L
6295,PHI,07/11/16,UTA,L
7295,PHI,09/11/16,IND,L
8101,PHI,11/11/16,IND,W
982,PHI,12/11/16,ATL,L
1082,PHI,14/11/16,HOU,L
11121,PHI,16/11/16,WAS,W
1296,PHI,17/11/16,MIN,L
1382,PHI,19/11/16,PHO,W
1482,PHI,21/11/16,MIA,W
1582,PHI,23/11/16,MEM,L
1682,PHI,25/11/16,CHI,L
1782,PHI,27/11/16,CLE,L
1882,PHI,28/11/16,TOR,L
1982,PHI,02/12/16,ORL,L
2082,PHI,03/12/16,BOS,L
21121,PHI,05/12/16,DEN,L
2296,PHI,06/12/16,MEM,L
2382,PHI,08/12/16,NOP,W
2482,PHI,11/12/16,DET,W
2582,PHI,14/12/16,TOR,L
2682,PHI,16/12/16,LAL,L
2782,PHI,18/12/16,BRK,W
2882,PHI,20/12/16,NOP,L
2982,PHI,23/12/16,PHO,L
3082,PHI,26/12/16,SAC,L
31121,PHI,29/12/16,UTA,L
3296,PHI,30/12/16,DEN,W
3382,PHI,03/01/17,MIN,W
3482,PHI,06/01/17,BOS,L
3582,PHI,08/01/17,BRK,W
3682,PHI,11/01/17,NYK,W
3782,PHI,13/01/17,CHO,W
3882,PHI,14/01/17,WAS,L
3982,PHI,16/01/17,MIL,W
4082,PHI,18/01/17,TOR,W
41121,PHI,20/01/17,POR,W
4296,PHI,21/01/17,ATL,L
4382,PHI,24/01/17,LAC,W
4482,PHI,25/01/17,MIL,W
4582,PHI,27/01/17,HOU,L
4682,PHI,29/01/17,CHI,L
4782,PHI,30/01/17,SAC,W
4882,PHI,01/02/17,DAL,L
4982,PHI,02/02/17,SAS,L
5082,PHI,04/02/17,MIA,L
51121,PHI,06/02/17,DET,L
5296,PHI,08/02/17,SAS,L
5382,PHI,09/02/17,ORL,W
5482,PHI,11/02/17,MIA,W
5582,PHI,13/02/17,CHO,W
5682,PHI,15/02/17,BOS,L
5782,PHI,24/02/17,WAS,W
5882,PHI,25/02/17,NYK,L
5982,PHI,27/02/17,GSW,L
6082,PHI,01/03/17,MIA,L
61121,PHI,03/03/17,NYK,W
6296,PHI,04/03/17,DET,L
6382,PHI,06/03/17,MIL,L
6482,PHI,09/03/17,POR,L
6582,PHI,11/03/17,LAC,L
6682,PHI,12/03/17,LAL,W
6782,PHI,14/03/17,GSW,L
6882,PHI,17/03/17,DAL,W
6982,PHI,19/03/17,BOS,W
7082,PHI,20/03/17,ORL,L
71121,PHI,22/03/17,OKC,L
7296,PHI,24/03/17,CHI,W
7382,PHI,26/03/17,IND,L
7482,PHI,28/03/17,BRK,W
7582,PHI,29/03/17,ATL,L
7682,PHI,31/03/17,CLE,L
7782,PHI,02/04/17,TOR,L
7882,PHI,04/04/17,BRK,L
7982,PHI,06/04/17,CHI,L
8082,PHI,08/04/17,MIL,L
8183,PHI,10/04/17,IND,L
8282,PHI,12/04/17,NYK,L
1297,PHO,26/10/16,SAC,L
2297,PHO,28/10/16,OKC,L
3297,PHO,30/10/16,GSW,L
4297,PHO,31/10/16,LAC,L
5297,PHO,02/11/16,POR,W
6297,PHO,04/11/16,NOP,W
7297,PHO,06/11/16,LAL,L
8102,PHO,08/11/16,POR,L
983,PHO,09/11/16,DET,W
1083,PHO,12/11/16,BRK,L
11122,PHO,13/11/16,GSW,L
1298,PHO,16/11/16,DEN,L
1383,PHO,18/11/16,IND,W
1483,PHO,19/11/16,PHI,L
1583,PHO,21/11/16,WAS,L
1683,PHO,23/11/16,ORL,W
1783,PHO,25/11/16,MIN,L
1883,PHO,27/11/16,DEN,L
1983,PHO,30/11/16,ATL,W
2083,PHO,03/12/16,GSW,L
21122,PHO,06/12/16,UTA,L
2298,PHO,07/12/16,IND,L
2383,PHO,09/12/16,LAL,W
2483,PHO,11/12/16,NOP,L
2583,PHO,13/12/16,NYK,W
2683,PHO,15/12/16,SAS,L
2783,PHO,17/12/16,OKC,L
2883,PHO,19/12/16,MIN,L
2983,PHO,21/12/16,HOU,L
3083,PHO,23/12/16,PHI,W
31122,PHO,26/12/16,HOU,L
3298,PHO,28/12/16,SAS,L
3383,PHO,29/12/16,TOR,W
3483,PHO,31/12/16,UTA,L
3583,PHO,02/01/17,LAC,L
3683,PHO,03/01/17,MIA,W
3783,PHO,05/01/17,DAL,W
3883,PHO,08/01/17,CLE,L
3983,PHO,12/01/17,DAL,L
4083,PHO,14/01/17,SAS,W
41122,PHO,16/01/17,UTA,L
4298,PHO,19/01/17,CLE,L
4383,PHO,21/01/17,NYK,W
4483,PHO,22/01/17,TOR,W
4583,PHO,24/01/17,MIN,L
4683,PHO,26/01/17,DEN,L
4783,PHO,28/01/17,DEN,L
4883,PHO,30/01/17,MEM,L
4983,PHO,01/02/17,LAC,L
5083,PHO,03/02/17,SAC,W
51122,PHO,04/02/17,MIL,L
5298,PHO,06/02/17,NOP,L
5383,PHO,08/02/17,MEM,L
5483,PHO,10/02/17,CHI,W
5583,PHO,11/02/17,HOU,L
5683,PHO,13/02/17,NOP,L
5783,PHO,15/02/17,LAL,W
5883,PHO,24/02/17,CHI,L
5983,PHO,26/02/17,MIL,L
6083,PHO,28/02/17,MEM,L
61122,PHO,02/03/17,CHO,W
6298,PHO,03/03/17,OKC,W
6383,PHO,05/03/17,BOS,W
6483,PHO,07/03/17,WAS,L
6583,PHO,09/03/17,LAL,L
6683,PHO,11/03/17,DAL,W
6783,PHO,12/03/17,POR,L
6883,PHO,15/03/17,SAC,L
6983,PHO,17/03/17,ORL,L
7083,PHO,19/03/17,DET,L
71122,PHO,21/03/17,MIA,L
7298,PHO,23/03/17,BRK,L
7383,PHO,24/03/17,BOS,L
7483,PHO,26/03/17,CHO,L
7583,PHO,28/03/17,ATL,L
7683,PHO,30/03/17,LAC,L
7783,PHO,01/04/17,POR,L
7883,PHO,02/04/17,HOU,L
7983,PHO,05/04/17,GSW,L
8083,PHO,07/04/17,OKC,W
8184,PHO,09/04/17,DAL,W
8283,PHO,11/04/17,SAC,L
1299,POR,25/10/16,UTA,W
2299,POR,27/10/16,LAC,L
3299,POR,29/10/16,DEN,W
4299,POR,01/11/16,GSW,L
5299,POR,02/11/16,PHO,L
6299,POR,04/11/16,DAL,W
7299,POR,06/11/16,MEM,W
8103,POR,08/11/16,PHO,W
984,POR,09/11/16,LAC,L
1084,POR,11/11/16,SAC,W
11123,POR,13/11/16,DEN,W
12100,POR,15/11/16,CHI,L
1384,POR,17/11/16,HOU,L
1484,POR,18/11/16,NOP,L
1584,POR,20/11/16,BRK,W
1684,POR,22/11/16,NYK,L
1784,POR,23/11/16,CLE,L
1884,POR,25/11/16,NOP,W
1984,POR,27/11/16,HOU,L
2084,POR,30/11/16,IND,W
21123,POR,03/12/16,MIA,W
22100,POR,05/12/16,CHI,W
2384,POR,07/12/16,MIL,L
2484,POR,08/12/16,MEM,L
2584,POR,10/12/16,IND,L
2684,POR,12/12/16,LAC,L
2784,POR,13/12/16,OKC,W
2884,POR,15/12/16,DEN,L
2984,POR,17/12/16,GSW,L
3084,POR,20/12/16,SAC,L
31123,POR,21/12/16,DAL,L
32100,POR,23/12/16,SAS,L
3384,POR,26/12/16,TOR,L
3484,POR,28/12/16,SAC,W
3584,POR,30/12/16,SAS,L
3684,POR,01/01/17,MIN,W
3784,POR,04/01/17,GSW,L
3884,POR,05/01/17,LAL,W
3984,POR,08/01/17,DET,L
4084,POR,10/01/17,LAL,W
41123,POR,11/01/17,CLE,W
42100,POR,13/01/17,ORL,L
4384,POR,16/01/17,WAS,L
4484,POR,18/01/17,CHO,L
4584,POR,20/01/17,PHI,L
4684,POR,21/01/17,BOS,W
4784,POR,25/01/17,LAL,W
4884,POR,27/01/17,MEM,W
4984,POR,29/01/17,GSW,L
5084,POR,31/01/17,CHO,W
51123,POR,03/02/17,DAL,L
52100,POR,05/02/17,OKC,L
5384,POR,07/02/17,DAL,W
5484,POR,09/02/17,BOS,L
5584,POR,13/02/17,ATL,L
5684,POR,15/02/17,UTA,L
5784,POR,23/02/17,ORL,W
5884,POR,26/02/17,TOR,L
5984,POR,28/02/17,DET,L
6084,POR,02/03/17,OKC,W
61123,POR,04/03/17,BRK,W
62100,POR,07/03/17,OKC,W
6384,POR,09/03/17,PHI,W
6484,POR,11/03/17,WAS,L
6584,POR,12/03/17,PHO,W
6684,POR,14/03/17,NOP,L
6784,POR,15/03/17,SAS,W
6884,POR,18/03/17,ATL,W
6984,POR,19/03/17,MIA,W
7084,POR,21/03/17,MIL,L
71123,POR,23/03/17,NYK,W
72100,POR,25/03/17,MIN,W
7384,POR,26/03/17,LAL,W
7484,POR,28/03/17,DEN,W
7584,POR,30/03/17,HOU,W
7684,POR,01/04/17,PHO,W
7784,POR,03/04/17,MIN,L
7884,POR,04/04/17,UTA,L
7984,POR,06/04/17,MIN,W
8084,POR,08/04/17,UTA,W
8185,POR,10/04/17,SAS,W
8284,POR,12/04/17,NOP,L
1300,SAC,26/10/16,PHO,W
2300,SAC,27/10/16,SAS,L
3300,SAC,29/10/16,MIN,W
4300,SAC,31/10/16,ATL,L
5300,SAC,01/11/16,MIA,L
6300,SAC,03/11/16,ORL,L
7300,SAC,05/11/16,MIL,L
8104,SAC,06/11/16,TOR,W
985,SAC,08/11/16,NOP,W
1085,SAC,10/11/16,LAL,L
11124,SAC,11/11/16,POR,L
12101,SAC,16/11/16,SAS,L
1385,SAC,18/11/16,LAC,L
1485,SAC,20/11/16,TOR,W
1585,SAC,23/11/16,OKC,W
1685,SAC,25/11/16,HOU,L
1785,SAC,27/11/16,BRK,W
1885,SAC,28/11/16,WAS,L
1985,SAC,02/12/16,BOS,L
2085,SAC,04/12/16,NYK,L
